Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
11 AUG 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,11 AUG 2026,               5.00,          35286502,            185.90,     6560466451.85 
11 AUG 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,11 AUG 2026,              10.00,          10500000,             42.30,      444255000.00
11 AUG 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,11 AUG 2026,               1.00,         406486596,           1168.00,   474776344128.00    
11 AUG 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,11 AUG 2026,              10.00,           8582670,           1208.00,    10367865360.00
11 AUG 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,11 AUG 2026,              10.00,         207403767,             27.60,     5724343969.20 
11 AUG 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,11 AUG 2026,              10.00,          11265070,          36115.00,   406838003050.00   
11 AUG 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,11 AUG 2026,               2.00,          18000000,             32.15,      579060000.00    
11 AUG 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,11 AUG 2026,              10.00,          46882257,            377.35,    17691019678.95    
11 AUG 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,11 AUG 2026,               2.00,          46078537,            858.65,    39565335795.05   
11 AUG 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,11 AUG 2026,              10.00,         177522358,             15.80,     2808403703.55  
11 AUG 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,11 AUG 2026,              10.00,          12826800,             98.00,     1256769864.00   
11 AUG 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,11 AUG 2026,              10.00,         437298899,            501.55,   219327262793.45 
11 AUG 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,11 AUG 2026,              10.00,          14172816,             57.60,      816354201.60    
