Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
07 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,07 JUL 2026,               5.00,          35286502,            195.55,     6899569736.05 
07 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,07 JUL 2026,              10.00,          10500000,             31.30,      328440000.00
07 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,07 JUL 2026,               1.00,         406486596,           1150.10,   467500234059.60    
07 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,07 JUL 2026,              10.00,           8582670,           1168.50,    10028849895.00
07 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,07 JUL 2026,              10.00,         207403767,             17.45,     3623343809.50 
07 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,07 JUL 2026,              10.00,          11265070,          35260.00,   397206368200.00   
07 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,07 JUL 2026,               2.00,          18000000,             33.10,      596160000.00    
07 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,07 JUL 2026,              10.00,          46882257,            366.25,    17170626626.25    
07 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,07 JUL 2026,               2.00,          46078537,            712.65,    32837869393.05   
07 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,07 JUL 2026,              10.00,         177522358,             13.70,     2428505857.45  
07 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,07 JUL 2026,              10.00,          12826800,             95.85,     1229192244.00   
07 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,07 JUL 2026,              10.00,         437298899,            545.80,   238677739074.20 
07 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,06 JUL 2026,              10.00,          14172816,             69.00,      977924304.00    
07 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,07 JUL 2026,               1.00,         101250000,              8.80,      888975000.00    
07 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,07 JUL 2026,              10.00,          14138000,             79.00,     1116902000.00  
07 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,07 JUL 2026,              10.00,          28354303,             88.00,     2494895120.95
07 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,07 JUL 2026,              10.00,          42238628,             25.05,     1057232858.85    
07 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,07 JUL 2026,              10.00,          20946478,            116.15,     2433352349.25     
07 JUL 2026,AARTECH,EQ,AARTECH SOLONICS LIMITED ,Listed    ,07 JUL 2026,               5.00,          31770375,             53.05,     1686053801.25   
07 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,07 JUL 2026,              10.00,          91270000,            388.95,    35499466500.00
07 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,07 JUL 2026,               5.00,         362594491,            478.45,   173483334218.95  
07 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,07 JUL 2026,               5.00,          90657751,            699.50,    63415096824.50
07 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,07 JUL 2026,              10.00,           8464995,            383.95,     3250134830.25 
07 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,07 JUL 2026,              10.00,          14844100,            140.35,     2083072553.00     
07 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,07 JUL 2026,              10.00,          44142190,            129.65,     5723917777.30    
07 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,07 JUL 2026,               5.00,          22600000,             18.65,      421490000.00    
07 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,07 JUL 2026,              10.00,          79287782,           1506.20,   119423257248.40     
07 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,07 JUL 2026,               2.00,          58365323,             15.00,      876647151.45      
07 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,07 JUL 2026,               2.00,          69748880,             29.00,     2021322542.40  
07 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,07 JUL 2026,               2.00,         211908375,           6978.00,  1478696640750.00       
07 JUL 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,07 JUL 2026,              10.00,          21249302,          26725.00,   567887595950.00
07 JUL 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,07 JUL 2026,              10.00,        2621853064,            405.40,  1062899232145.60 
07 JUL 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,07 JUL 2026,              10.00,          21963620,            213.50,     4689013233.80    
07 JUL 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,07 JUL 2026,               2.00,         279710151,            686.00,   191881163586.00      
07 JUL 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,07 JUL 2026,              10.00,        1220510115,             59.65,    72779018157.45     
07 JUL 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,07 JUL 2026,              10.00,          18587830,             26.55,      493506886.50 
07 JUL 2026,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,07 JUL 2026,               1.00,         638789360,             10.85,     6918088768.80   
07 JUL 2026,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,07 JUL 2026,              10.00,        1220521649,             95.10,   116047198386.90     
07 JUL 2026,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,07 JUL 2026,              10.00,           9408000,             40.65,      382247040.00
07 JUL 2026,ABMKNO,EQ,A B M KNOWLEDGEWARE LTD. ,Permitted ,07 JUL 2026,               5.00,          20002200,            213.05,     4261268688.00    
07 JUL 2026,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
07 JUL 2026,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,07 JUL 2026,              10.00,         111695680,           1409.80,   157468569664.00     
07 JUL 2026,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,07 JUL 2026,               5.00,         289175042,           1158.20,   334922533644.40   
07 JUL 2026,ABSMARINE,ST,ABS MARINE SERVICES LTD  ,Listed    ,07 JUL 2026,              10.00,          24550000,            234.35,     5753292500.00 
07 JUL 2026,ACC,EQ,ACC LIMITED              ,Listed    ,07 JUL 2026,              10.00,         187787263,           1384.40,   259972686897.20       
07 JUL 2026,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,07 JUL 2026,              10.00,          14926261,           1108.70,    16548745570.70   
07 JUL 2026,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,07 JUL 2026,              10.00,          23989020,            498.50,    11958526470.00 
07 JUL 2026,ACCORD,ST,ACCORD SYNERGY LIMITED   ,Listed    ,07 JUL 2026,              10.00,           3472000,            187.25,      650132000.00    
