Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
12 AUG 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,12 AUG 2026,               5.00,          35286502,            184.15,     6497303613.25 
12 AUG 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,12 AUG 2026,              10.00,          10500000,             42.35,      444780000.00
12 AUG 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,12 AUG 2026,               1.00,         406486596,           1161.00,   471930937956.00    
12 AUG 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,12 AUG 2026,              10.00,           8582670,           1251.10,    10737778437.00
12 AUG 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,12 AUG 2026,              10.00,         207403767,             27.45,     5697381479.50 
12 AUG 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,12 AUG 2026,              10.00,          11265070,          35935.00,   404810290450.00   
12 AUG 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,12 AUG 2026,               2.00,          18000000,             32.00,      575820000.00    
12 AUG 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,12 AUG 2026,              10.00,          46882257,            387.05,    18145777571.85    
12 AUG 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,12 AUG 2026,               2.00,          46078537,            867.40,    39968522993.80   
12 AUG 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,12 AUG 2026,              10.00,         177522358,             15.65,     2780000126.30  
12 AUG 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,12 AUG 2026,              10.00,          12826800,             94.55,     1212645672.00   
12 AUG 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,12 AUG 2026,              10.00,         437298899,            502.00,   219524047298.00 
12 AUG 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,12 AUG 2026,              10.00,          14172816,             56.05,      794386336.80    
12 AUG 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,12 AUG 2026,               1.00,         101250000,              8.95,      905175000.00    
12 AUG 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,12 AUG 2026,              10.00,          14138000,             71.00,     1003798000.00  
12 AUG 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,12 AUG 2026,              10.00,          28354303,             83.10,     2356242579.30
