Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
30 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,30 JUL 2026,               5.00,          35286502,            200.05,     7059770455.15 
30 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,30 JUL 2026,              10.00,          10500000,             39.40,      413595000.00
30 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,30 JUL 2026,               1.00,         406486596,           1142.90,   464573530568.40    
30 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,30 JUL 2026,              10.00,           8582670,           1250.00,    10728337500.00
30 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,30 JUL 2026,              10.00,         207403767,             22.60,     4685251096.55 
30 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,30 JUL 2026,              10.00,          11265070,          34940.00,   393601545800.00   
30 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,30 JUL 2026,               2.00,          18000000,             31.80,      572220000.00    
30 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,30 JUL 2026,              10.00,          46882257,            347.00,    16268143179.00    
30 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,30 JUL 2026,               2.00,          46078537,            847.35,    39044648326.95   
30 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,30 JUL 2026,              10.00,         177522358,             14.60,     2588275979.65  
30 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,30 JUL 2026,              10.00,          12826800,             88.60,     1136454480.00   
30 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,30 JUL 2026,              10.00,         437298899,            490.75,   214604434684.25 
30 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,30 JUL 2026,              10.00,          14172816,             68.00,      963751488.00    
30 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,30 JUL 2026,               1.00,         101250000,              8.90,      903150000.00    
30 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,30 JUL 2026,              10.00,          14138000,             74.00,     1046212000.00  
30 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,30 JUL 2026,              10.00,          28354303,             77.10,     2186683847.35
30 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,30 JUL 2026,              10.00,          42238628,             31.15,     1314888489.65    
30 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,30 JUL 2026,              10.00,          20946478,            131.30,     2749853631.85     
30 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,30 JUL 2026,               5.00,          31770375,             45.15,     1434750135.00   
30 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,30 JUL 2026,              10.00,          91270000,            412.80,    37676256000.00
30 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,30 JUL 2026,               5.00,         362594491,            480.20,   174117874578.20  
30 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,30 JUL 2026,               5.00,          90657751,            674.30,    61130521499.30
30 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,30 JUL 2026,              10.00,           8464995,            393.15,     3328012784.25 
30 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,30 JUL 2026,              10.00,          14844100,            151.90,     2254670349.00     
30 JUL 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,30 JUL 2026,              10.00,          44142190,             76.60,     3382174597.80    
30 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,27 JUL 2026,               5.00,          22600000,             18.50,      418100000.00    
30 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,30 JUL 2026,              10.00,          79287782,           1362.60,   108037531753.20     
30 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,30 JUL 2026,               2.00,          58365323,             15.05,      877814457.90      
30 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,30 JUL 2026,               2.00,          69748880,             26.45,     1844160387.20  
30 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,30 JUL 2026,               2.00,         211908375,           7291.50,  1545129916312.50       
