Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
28 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,28 JUL 2026,               5.00,          35286502,            201.65,     7114817398.25 
28 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,28 JUL 2026,              10.00,          10500000,             38.60,      405300000.00
28 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,28 JUL 2026,               1.00,         406486596,           1128.30,   458638826266.80    
28 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,28 JUL 2026,              10.00,           8582670,           1298.80,    11147171796.00
28 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,28 JUL 2026,              10.00,         207403767,             21.95,     4556660761.00 
28 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,28 JUL 2026,              10.00,          11265070,          35090.00,   395291306300.00   
28 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,28 JUL 2026,               2.00,          18000000,             32.30,      581040000.00    
28 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,28 JUL 2026,              10.00,          46882257,            353.00,    16549436721.00    
28 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,28 JUL 2026,               2.00,          46078537,            755.65,    34819246484.05   
28 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,28 JUL 2026,              10.00,         177522358,             12.05,     2140919637.50  
28 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,28 JUL 2026,              10.00,          12826800,             90.45,     1160440596.00   
28 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,28 JUL 2026,              10.00,         437298899,            497.85,   217709256867.15 
28 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,27 JUL 2026,              10.00,          14172816,             68.00,      963751488.00    
28 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,28 JUL 2026,               1.00,         101250000,              8.95,      905175000.00    
28 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,28 JUL 2026,              10.00,          14138000,             78.90,     1115488200.00  
28 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,28 JUL 2026,              10.00,          28354303,             77.15,     2187534476.45
28 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,28 JUL 2026,              10.00,          42238628,             31.30,     1322069056.40    
28 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,28 JUL 2026,              10.00,          20946478,            141.85,     2971048439.50     
28 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,28 JUL 2026,               5.00,          31770375,             45.80,     1455718582.50   
28 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,28 JUL 2026,              10.00,          91270000,            408.30,    37265541000.00
28 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,28 JUL 2026,               5.00,         362594491,            476.75,   172866923584.25  
28 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,28 JUL 2026,               5.00,          90657751,            675.65,    61252909463.15
28 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,28 JUL 2026,              10.00,           8464995,            379.65,     3213735351.75 
28 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,28 JUL 2026,              10.00,          14844100,            150.65,     2236560547.00     
28 JUL 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,28 JUL 2026,              10.00,          44142190,             81.90,     3615245361.00    
28 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,27 JUL 2026,               5.00,          22600000,             18.50,      418100000.00    
28 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,28 JUL 2026,              10.00,          79287782,           1376.10,   109107916810.20     
28 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,28 JUL 2026,               2.00,          58365323,             14.80,      864974086.85      
28 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,28 JUL 2026,               2.00,          69748880,             26.45,     1844857876.00  
28 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,28 JUL 2026,               2.00,         211908375,           7243.50,  1534958314312.50       
28 JUL 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,28 JUL 2026,              10.00,          21249302,          27905.00,   592961772310.00
28 JUL 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,28 JUL 2026,              10.00,        2621853064,            391.35,  1026062196596.40 
28 JUL 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,28 JUL 2026,              10.00,          21963620,            200.25,     4397775632.60    
28 JUL 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,28 JUL 2026,               2.00,         279710151,            620.30,   173504206665.30      
28 JUL 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,28 JUL 2026,              10.00,        1220510115,             56.70,    69202923520.50     
28 JUL 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,28 JUL 2026,              10.00,          18587830,             25.30,      470272099.00 
28 JUL 2026,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,28 JUL 2026,               1.00,         638789360,             10.10,     6438996748.80   
28 JUL 2026,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,28 JUL 2026,              10.00,        1220521649,             93.85,   114570367191.65     
28 JUL 2026,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,28 JUL 2026,              10.00,           9408000,             44.00,      413857920.00
28 JUL 2026,ABMKNO,EQ,A B M KNOWLEDGEWARE LTD. ,Permitted ,28 JUL 2026,               5.00,          20002200,            193.60,     3872825964.00    
28 JUL 2026,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
28 JUL 2026,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,28 JUL 2026,              10.00,         111695680,           1391.70,   155446877856.00     
28 JUL 2026,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,28 JUL 2026,               5.00,         289175042,            999.20,   288943701966.40   
28 JUL 2026,ABSMARINE,ST,ABS MARINE SERVICES LTD  ,Listed    ,28 JUL 2026,              10.00,          24550000,            218.25,     5358037500.00 
28 JUL 2026,ACC,EQ,ACC LIMITED              ,Listed    ,28 JUL 2026,              10.00,         187787263,           1341.80,   251972949493.40       
28 JUL 2026,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,28 JUL 2026,              10.00,          14926261,           1159.90,    17312970133.90   
28 JUL 2026,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,28 JUL 2026,              10.00,          23989020,            500.55,    12007703961.00 
28 JUL 2026,ACCORD,ST,ACCORD SYNERGY LIMITED   ,Listed    ,17 JUL 2026,              10.00,           3472000,            202.35,      702559200.00    
28 JUL 2026,ACCPL,ST,ACCRETION PHARMA LIMITED ,Listed    ,28 JUL 2026,              10.00,          11116000,            168.00,     1867488000.00     
28 JUL 2026,ACCURACY,BE,ACCURACY SHIPPING LIMITED,Listed    ,28 JUL 2026,               1.00,         150560000,              4.90,      734732800.00  
28 JUL 2026,ACE,EQ,ACTION CONST EQUIP LTD   ,Listed    ,28 JUL 2026,               2.00,         119083196,           1077.60,   128324052009.60       
28 JUL 2026,ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,Listed    ,28 JUL 2026,              10.00,          10200000,             19.20,      195840000.00  
28 JUL 2026,ACETEC,SM,ACETECH E-COMMERCE LTD   ,Listed    ,24 JUL 2026,              10.00,          16383735,            134.00,     2195420490.00    
28 JUL 2026,ACI,EQ,ARCHEAN CHEMICAL IND LTD ,Listed    ,28 JUL 2026,               2.00,         123458394,            556.45,    68698423341.30       
28 JUL 2026,ACL,EQ,ANDHRA CEMENTS LIMITED   ,Listed    ,28 JUL 2026,              10.00,          92172140,             48.35,     4456522969.00       
