Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
15 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,15 JUL 2026,               5.00,          35286502,            204.45,     7213619603.85 
15 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,15 JUL 2026,              10.00,          10500000,             32.50,      341040000.00
15 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,15 JUL 2026,               1.00,         406486596,           1098.60,   446566174365.60    
15 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,15 JUL 2026,              10.00,           8582670,           1270.20,    10901707434.00
15 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,15 JUL 2026,              10.00,         207403767,             18.05,     3747786069.70 
15 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,15 JUL 2026,              10.00,          11265070,          35930.00,   404753965100.00   
15 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,15 JUL 2026,               2.00,          18000000,             31.90,      574560000.00    
15 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,15 JUL 2026,              10.00,          46882257,            390.85,    18323930148.45    
15 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,15 JUL 2026,               2.00,          46078537,            719.75,    33165027005.75   
15 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,15 JUL 2026,              10.00,         177522358,             13.60,     2414304068.80  
15 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,15 JUL 2026,              10.00,          12826800,             93.40,     1197766584.00   
15 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,15 JUL 2026,              10.00,         437298899,            513.75,   224662309361.25 
15 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,15 JUL 2026,              10.00,          14172816,             70.20,      994931683.20    
15 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,15 JUL 2026,               1.00,         101250000,              9.15,      927450000.00    
15 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,15 JUL 2026,              10.00,          14138000,             75.05,     1061056900.00  
15 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,15 JUL 2026,              10.00,          28354303,             77.95,     2210785004.90
15 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,15 JUL 2026,              10.00,          42238628,             26.15,     1103695349.65    
15 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,15 JUL 2026,              10.00,          20946478,            116.50,     2439845757.45     
15 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,15 JUL 2026,               5.00,          31770375,             49.05,     1558972301.25   
15 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,15 JUL 2026,              10.00,          91270000,            421.60,    38479432000.00
15 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,15 JUL 2026,               5.00,         362594491,            500.70,   181551061643.70  
15 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,15 JUL 2026,               5.00,          90657751,            718.25,    65114929655.75
15 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,15 JUL 2026,              10.00,           8464995,            387.40,     3279339063.00 
15 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,15 JUL 2026,              10.00,          14844100,            147.10,     2183567110.00     
15 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,15 JUL 2026,              10.00,          44142190,            128.70,     5680217009.20    
15 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,10 JUL 2026,               5.00,          22600000,             19.35,      437310000.00    
15 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,15 JUL 2026,              10.00,          79287782,           1500.90,   119003032003.80     
15 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,15 JUL 2026,               2.00,          58365323,             15.45,      900576933.90      
15 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,15 JUL 2026,               2.00,          69748880,             27.90,     1945296263.20  
15 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,15 JUL 2026,               2.00,         211908375,           7204.50,  1526693887687.50       
