,03-Jul-2026
The Nifty witnessed an intraday movement of about 125.8 points.The closing index was 0.39 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 131653.67
, Traded Quantity (in Lakhs), 60523.05
, Number of Trades, 38548364
, Total Market Capitalisation (Rs. Crores), 48019864.19

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24175.70,     24375.65,     24378.15,     24252.35,     24270.85,95.15
,NIFTY50 EQL Wgt,     32837.65,     33107.60,     33153.45,     32983.35,     33015.00,177.35
,NIFTY100 EQL Wgt,     34551.60,     34765.75,     34765.85,     34612.25,     34651.50,99.90
,NIFTY100 LowVol30,     19997.75,     20143.00,     20202.65,     20120.35,     20142.55,144.80
,NIFTY Alpha 50,     53835.30,     54093.45,     54097.30,     53488.10,     53537.65,-297.65
,NIFTY MIDCAP 150,     22934.90,     23031.50,     23031.55,     22866.80,     22884.35,-50.55
,NIFTY SMLCAP 50,      9460.00,      9503.50,      9523.70,      9460.30,      9470.40,10.40
,NIFTY SMLCAP 250,     17983.35,     18073.05,     18085.90,     17979.00,     17996.25,12.90
,NIFTY MIDSML 400,     21136.35,     21231.00,     21231.05,     21096.15,     21111.00,-25.35
,NIFTY200 QUALTY30,     19899.60,     20094.80,     20136.70,     19950.25,     19970.90,71.30
,Nifty FinSrv25 50,     29167.15,     29420.50,     29424.75,     29193.65,     29219.75,52.60
,NIFTY AlphaLowVol,     26632.75,     26824.75,     26841.20,     26713.85,     26743.20,110.45
,Nifty200Momentm30,     30849.30,     30898.45,     30898.45,     30457.65,     30507.85,-341.45
,Nifty100ESGSecLdr,      4060.05,      4093.15,      4093.45,      4071.80,      4075.05,15.00
,NIFTY100 ESG,      4931.05,      4973.20,      4973.45,      4946.45,      4951.00,19.95
,NIFTY M150 QLTY50,     24016.55,     24146.40,     24160.35,     23948.00,     23967.30,-49.25
,NIFTY INDIA MFG,     15980.10,     16063.45,     16070.90,     15945.90,     15966.60,-13.50
,Nifty200 Alpha 30,     26279.00,     26365.40,     26369.65,     26069.50,     26102.70,-176.30
,NiftyM150Momntm50,     62989.40,     63073.05,     63073.05,     62227.20,     62276.80,-712.60
,Nifty50 USD,      8781.50,      8781.50,      9039.25,      8781.50,      8831.20,49.70
,Nifty IT,     26965.05,     27482.40,     27759.55,     27286.55,     27439.40,474.35
,Nifty Next 50,     72418.55,     72701.90,     72701.90,     72169.90,     72268.95,-149.60
,Nifty Bank,     58031.65,     58343.25,     58343.25,     57799.05,     57938.50,-93.15
,NIFTY MIDCAP 100,     62307.90,     62556.25,     62556.55,     62136.50,     62190.30,-117.60
,Nifty 500,     23264.80,     23416.65,     23416.65,     23284.30,     23301.15,36.35
,Nifty 100,     25230.20,     25418.80,     25418.80,     25280.60,     25301.90,71.70
,Nifty Midcap 50,     17806.00,     17905.00,     17905.00,     17767.55,     17783.25,-22.75
,Nifty Realty,       871.70,       878.05,       892.30,       873.10,       890.80,19.10
,Nifty Infra,      9455.80,      9501.20,      9501.35,      9458.80,      9473.50,17.70
,Nifty Energy,     39707.00,     39642.20,     39642.20,     39146.50,     39178.60,-528.40
,Nifty FMCG,     50084.70,     50378.80,     50550.15,     49985.55,     50096.40,11.70
,Nifty MNC,     32934.50,     33043.50,     33043.50,     32812.15,     32866.35,-68.15
,Nifty Pharma,     25308.90,     25402.60,     25861.50,     25399.90,     25745.15,436.25
,Nifty PSE,     10039.05,     10085.35,     10108.40,     10001.65,     10011.90,-27.15
,Nifty PSU Bank,      8539.35,      8554.60,      8554.60,      8369.90,      8407.60,-131.75
,Nifty Serv Sector,     30921.50,     31203.20,     31203.20,     31057.25,     31075.90,154.40
,Nifty Auto,     27108.20,     27303.25,     27308.80,     26949.35,     26988.10,-120.10
,Nifty Metal,     12503.90,     12653.80,     12744.55,     12577.85,     12598.45,94.55
,Nifty Media,      1519.15,      1526.10,      1532.50,      1506.80,      1512.30,-6.85
,NIFTY SMLCAP 100,     19167.80,     19259.05,     19277.35,     19153.70,     19175.10,7.30
,Nifty 200,     13965.60,     14060.25,     14060.25,     13980.50,     13992.05,26.45
,Nifty Div Opps 50,      5794.75,      5849.35,      5850.55,      5800.85,      5805.80,11.05
