Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
07 AUG 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,07 AUG 2026,               5.00,          35286502,            189.05,     6671618933.15 
07 AUG 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,07 AUG 2026,              10.00,          10500000,             43.60,      457590000.00
07 AUG 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,07 AUG 2026,               1.00,         406486596,           1168.10,   474816992787.60    
07 AUG 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,07 AUG 2026,              10.00,           8582670,           1207.70,    10365290559.00
07 AUG 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,07 AUG 2026,              10.00,         207403767,             25.80,     5348943150.95 
07 AUG 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,07 AUG 2026,              10.00,          11265070,          36035.00,   405936797450.00   
07 AUG 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,07 AUG 2026,               2.00,          18000000,             32.10,      578160000.00    
07 AUG 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,07 AUG 2026,              10.00,          46882257,            367.55,    17231573560.35    
07 AUG 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,07 AUG 2026,               2.00,          46078537,            857.75,    39523865111.75   
07 AUG 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,07 AUG 2026,              10.00,         177522358,             17.40,     3087113805.60  
07 AUG 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,07 AUG 2026,              10.00,          12826800,             91.95,     1179424260.00   
07 AUG 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,07 AUG 2026,              10.00,         437298899,            506.40,   221448162453.60 
07 AUG 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,07 AUG 2026,              10.00,          14172816,             60.50,      857455368.00    
07 AUG 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,07 AUG 2026,               1.00,         101250000,              9.00,      910237500.00    
07 AUG 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,07 AUG 2026,              10.00,          14138000,             72.00,     1017936000.00  
07 AUG 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,07 AUG 2026,              10.00,          28354303,             81.45,     2310025065.40
