Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
31 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,31 JUL 2026,               5.00,          35286502,            192.45,     6791240174.90 
31 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,31 JUL 2026,              10.00,          10500000,             40.15,      421785000.00
31 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,31 JUL 2026,               1.00,         406486596,           1135.30,   461484232438.80    
31 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,31 JUL 2026,              10.00,           8582670,           1247.10,    10703447757.00
31 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,31 JUL 2026,              10.00,         207403767,             23.20,     4813841432.05 
31 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,31 JUL 2026,              10.00,          11265070,          34615.00,   389940398050.00   
31 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,31 JUL 2026,               2.00,          18000000,             31.70,      570600000.00    
31 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,31 JUL 2026,              10.00,          46882257,            348.60,    16343154790.20    
31 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,31 JUL 2026,               2.00,          46078537,            931.40,    42917549361.80   
31 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,31 JUL 2026,              10.00,         177522358,             15.55,     2760472666.90  
31 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,31 JUL 2026,              10.00,          12826800,             89.40,     1146459384.00   
31 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,31 JUL 2026,              10.00,         437298899,            496.70,   217206363133.30 
31 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,30 JUL 2026,              10.00,          14172816,             68.00,      963751488.00    
31 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,31 JUL 2026,               1.00,         101250000,              8.95,      906187500.00    
31 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,31 JUL 2026,              10.00,          14138000,             75.00,     1060350000.00  
31 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,31 JUL 2026,              10.00,          28354303,             77.85,     2207666031.60
31 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,31 JUL 2026,              10.00,          42238628,             31.35,     1324603374.10    
31 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,31 JUL 2026,              10.00,          20946478,            135.80,     2844741177.20     
31 JUL 2026,AARTECH,BE,AARTECH SOLONICS LIMITED ,Listed    ,31 JUL 2026,               5.00,          31770375,             46.45,     1475416215.00   
31 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,31 JUL 2026,              10.00,          91270000,            422.75,    38584392500.00
31 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,31 JUL 2026,               5.00,         362594491,            489.10,   177344965548.10  
31 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,31 JUL 2026,               5.00,          90657751,            667.15,    60482318579.65
31 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,31 JUL 2026,              10.00,           8464995,            400.85,     3393193245.75 
31 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,31 JUL 2026,              10.00,          14844100,            156.70,     2326070470.00     
31 JUL 2026,AASTHA,EQ,AASTHA SPINTEX LIMITED   ,Listed    ,31 JUL 2026,              10.00,          44142190,             76.25,     3365841987.50    
31 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,31 JUL 2026,               5.00,          22600000,             18.50,      418100000.00    
31 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,31 JUL 2026,              10.00,          79287782,           1359.80,   107815525963.60     
31 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,31 JUL 2026,               2.00,          58365323,             15.80,      921588450.15      
31 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,31 JUL 2026,               2.00,          69748880,             26.80,     1868572495.20  
31 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,31 JUL 2026,               2.00,         211908375,           7284.50,  1543646557687.50       
31 JUL 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,31 JUL 2026,              10.00,          21249302,          27800.00,   590730595600.00
31 JUL 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,31 JUL 2026,              10.00,        2621853064,            404.30,  1060015193775.20 
31 JUL 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,31 JUL 2026,              10.00,          21963620,            198.85,     4367465837.00    
31 JUL 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,31 JUL 2026,               2.00,         279710151,            619.50,   173280438544.50      
31 JUL 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,31 JUL 2026,              10.00,        1220510115,             60.25,    73523529327.60     
31 JUL 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,31 JUL 2026,              10.00,          18587830,             24.50,      455401835.00 
