Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
09 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,09 JUL 2026,               5.00,          35286502,            193.95,     6843464197.90 
09 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,09 JUL 2026,              10.00,          10500000,             31.35,      329175000.00
09 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,09 JUL 2026,               1.00,         406486596,           1100.20,   447216552919.20    
09 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,09 JUL 2026,              10.00,           8582670,           1167.70,    10021983759.00
09 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,09 JUL 2026,              10.00,         207403767,             18.25,     3783044710.10 
09 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,09 JUL 2026,              10.00,          11265070,          34745.00,   391404857150.00   
09 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,09 JUL 2026,               2.00,          18000000,             32.65,      587340000.00    
09 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,09 JUL 2026,              10.00,          46882257,            378.10,    17726181371.70    
09 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,09 JUL 2026,               2.00,          46078537,            672.65,    30994727913.05   
09 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,09 JUL 2026,              10.00,         177522358,             13.55,     2407203174.50  
09 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,09 JUL 2026,              10.00,          12826800,             95.50,     1224959400.00   
09 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,09 JUL 2026,              10.00,         437298899,            531.60,   232468094708.40 
09 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,09 JUL 2026,              10.00,          14172816,             67.00,      949578672.00    
09 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,09 JUL 2026,               1.00,         101250000,              8.85,      894037500.00    
09 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,09 JUL 2026,              10.00,          14138000,             78.05,     1103470900.00  
09 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,09 JUL 2026,              10.00,          28354303,             84.50,     2396505689.55
09 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,09 JUL 2026,              10.00,          42238628,             25.20,     1064835811.90    
09 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,09 JUL 2026,              10.00,          20946478,            118.20,     2475454770.05     
09 JUL 2026,AARTECH,EQ,AARTECH SOLONICS LIMITED ,Listed    ,09 JUL 2026,               5.00,          31770375,             49.65,     1577716822.50   
09 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,09 JUL 2026,              10.00,          91270000,            395.35,    36083594500.00
09 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,09 JUL 2026,               5.00,         362594491,            467.95,   169676092063.45  
09 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,09 JUL 2026,               5.00,          90657751,            702.95,    63727866065.45
09 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,09 JUL 2026,              10.00,           8464995,            373.85,     3164638380.75 
09 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,09 JUL 2026,              10.00,          14844100,            147.10,     2183418669.00     
09 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,09 JUL 2026,              10.00,          44142190,            117.05,     5166401917.60    
09 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,09 JUL 2026,               5.00,          22600000,             18.05,      407930000.00    
09 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,09 JUL 2026,              10.00,          79287782,           1505.30,   119351898244.60     
09 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,09 JUL 2026,               2.00,          58365323,             13.55,      791433779.90      
09 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,09 JUL 2026,               2.00,          69748880,             27.75,     1936228908.80  
09 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,09 JUL 2026,               2.00,         211908375,           6820.00,  1445215117500.00       
09 JUL 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,09 JUL 2026,              10.00,          21249302,          26770.00,   568843814540.00
09 JUL 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,09 JUL 2026,              10.00,        2621853064,            397.35,  1041793314980.40 
09 JUL 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,09 JUL 2026,              10.00,          21963620,            207.45,     4556133332.80    
09 JUL 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,09 JUL 2026,               2.00,         279710151,            666.60,   186454786656.60      
09 JUL 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,09 JUL 2026,              10.00,        1220510115,             58.55,    71460867233.25     
09 JUL 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,07 JUL 2026,              10.00,          18587830,             26.55,      493506886.50 
09 JUL 2026,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,09 JUL 2026,               1.00,         638789360,             10.30,     6592306195.20   
09 JUL 2026,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,09 JUL 2026,              10.00,        1220521649,             95.25,   116266892283.75     
09 JUL 2026,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,08 JUL 2026,              10.00,           9408000,             40.60,      382058880.00
09 JUL 2026,ABMKNO,EQ,A B M KNOWLEDGEWARE LTD. ,Permitted ,09 JUL 2026,               5.00,          20002200,            214.00,     4280270778.00    
09 JUL 2026,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
09 JUL 2026,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,09 JUL 2026,              10.00,         111695680,           1404.00,   156820734720.00     
09 JUL 2026,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,09 JUL 2026,               5.00,         289175042,           1136.00,   328502847712.00   
09 JUL 2026,ABSMARINE,ST,ABS MARINE SERVICES LTD  ,Listed    ,09 JUL 2026,              10.00,          24550000,            232.00,     5695600000.00 
09 JUL 2026,ACC,EQ,ACC LIMITED              ,Listed    ,09 JUL 2026,              10.00,         187787263,           1362.20,   255803809658.60       
09 JUL 2026,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,09 JUL 2026,              10.00,          14926261,           1093.30,    16318881151.30   
09 JUL 2026,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,09 JUL 2026,              10.00,          23989020,            492.90,    11824187958.00 
09 JUL 2026,ACCORD,ST,ACCORD SYNERGY LIMITED   ,Listed    ,09 JUL 2026,              10.00,           3472000,            194.75,      676172000.00    
09 JUL 2026,ACCPL,ST,ACCRETION PHARMA LIMITED ,Listed    ,09 JUL 2026,              10.00,          11116000,            160.80,     1787452800.00     
09 JUL 2026,ACCURACY,BE,ACCURACY SHIPPING LIMITED,Listed    ,09 JUL 2026,               1.00,         150560000,              5.30,      794956800.00  
09 JUL 2026,ACE,EQ,ACTION CONST EQUIP LTD   ,Listed    ,09 JUL 2026,               2.00,         119083196,            976.60,   116296649213.60       
09 JUL 2026,ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,Listed    ,09 JUL 2026,              10.00,          10200000,             20.85,      212466000.00  
09 JUL 2026,ACETEC,SM,ACETECH E-COMMERCE LTD   ,Listed    ,09 JUL 2026,              10.00,          16383735,            126.00,     2064350610.00    
09 JUL 2026,ACI,EQ,ARCHEAN CHEMICAL IND LTD ,Listed    ,09 JUL 2026,               2.00,         123458394,            524.50,    64753927653.00       
09 JUL 2026,ACL,EQ,ANDHRA CEMENTS LIMITED   ,Listed    ,09 JUL 2026,              10.00,          92172140,             49.40,     4552381994.60       
09 JUL 2026,ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD  ,Listed    ,09 JUL 2026,               2.00,         706874336,            367.80,   259988380780.80 
09 JUL 2026,ACSTECH,EQ,A C S TECHNOLOGIES LTD.  ,Permitted ,09 JUL 2026,              10.00,          60681608,             40.60,     2464280100.90   
09 JUL 2026,ACTIVEINFR,SM,ACTIVE INFRASTRUCTURES L ,Listed    ,30 JUN 2026,               5.00,          15015016,            178.50,     2680180356.00
09 JUL 2026,ACUTAAS,EQ,ACUTAAS CHEMICALS LIMITED,Listed    ,09 JUL 2026,               5.00,          81871122,           3458.80,   283175836773.60   
09 JUL 2026,ADANIENSOL,EQ,ADANI ENERGY SOLUTION LTD,Listed    ,09 JUL 2026,              10.00,        1201282642,           1618.50,  1944275956077.00
09 JUL 2026,ADANIENT,EQ,ADANI ENTERPRISES LIMITED,Listed    ,09 JUL 2026,               1.00,        1300905023,           3083.60,  4011470728922.80  
09 JUL 2026,ADANIGREEN,EQ,ADANI GREEN ENERGY LTD   ,Listed    ,09 JUL 2026,              10.00,        1647176155,           1486.60,  2448692072023.00
09 JUL 2026,ADANIPORTS,EQ,ADANI PORT & SEZ LTD     ,Listed    ,09 JUL 2026,               2.00,        2303959098,           1800.10,  4147356772309.80
09 JUL 2026,ADANIPOWER,EQ,ADANI POWER LTD          ,Listed    ,09 JUL 2026,               2.00,       19284694705,            216.30,  4171665158585.60
09 JUL 2026,ADDICTIVE,SM,ADDICTIVE LEARNING TECH L,Listed    ,09 JUL 2026,              10.00,          15909732,             40.00,      636389280.00 
09 JUL 2026,ADFFOODS,EQ,ADF FOODS LIMITED        ,Listed    ,09 JUL 2026,               2.00,         109863595,            317.55,    34887184592.25  
09 JUL 2026,ADISOFT,SM,ADISOFT TECHNOLOGIES LTD ,Listed    ,09 JUL 2026,              10.00,          16318000,            180.85,     2951110300.00   
09 JUL 2026,ADL,EQ,ARCHIDPLY DECOR LIMITED  ,Listed    ,09 JUL 2026,              10.00,           5566250,             70.50,      392364962.50       
09 JUL 2026,ADOR,EQ,ADOR WELDING LTD         ,Listed    ,09 JUL 2026,              10.00,          17402815,           1325.20,    23062210438.00      
09 JUL 2026,ADROITINFO,EQ,ADROIT INFOTECH LIMITED  ,Listed    ,09 JUL 2026,              10.00,          54177208,              8.90,      482718923.30
09 JUL 2026,ADSL,EQ,ALLIED DIGITAL SERV. LTD ,Listed    ,09 JUL 2026,               5.00,          56568528,            117.90,     6668298080.65      
09 JUL 2026,ADVAIT,EQ,ADVAIT ENRGY TRANSITION L,Listed    ,09 JUL 2026,              10.00,          10943011,           2192.60,    23993645918.60    
09 JUL 2026,ADVANCE,EQ,ADVANCE AGROLIFE LIMITED ,Listed    ,09 JUL 2026,              10.00,          64285720,            107.05,     6881143468.80   
09 JUL 2026,ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD ,Listed    ,09 JUL 2026,               2.00,          92438500,             53.10,     4907559965.00
09 JUL 2026,ADVENTHTL,EQ,ADVENT HOTELS INTERNATI L,Listed    ,09 JUL 2026,              10.00,          53942887,            144.05,     7771551730.10 
09 JUL 2026,ADVENZYMES,EQ,ADVANCED ENZYME TECH LTD ,Listed    ,09 JUL 2026,               2.00,         111976150,            324.35,    36319464252.50
09 JUL 2026,AEGISLOG,EQ,AEGIS LOGISTICS LIMITED  ,Listed    ,09 JUL 2026,               1.00,         351000000,           1264.10,   443699100000.00  
09 JUL 2026,AEGISVOPAK,EQ,AEGIS VOPAK TERMINALS LTD,Listed    ,09 JUL 2026,              10.00,        1107991489,            275.55,   305284894964.15
09 JUL 2026,AEPL,EQ,ARTEMIS ELECTRICALS & P L,Listed    ,09 JUL 2026,               1.00,         251036900,             17.10,     4295241359.00      
09 JUL 2026,AEQUS,EQ,AEQUS LIMITED            ,Listed    ,09 JUL 2026,              10.00,         670665635,            258.05,   173078680424.45     
09 JUL 2026,AEROENTER,EQ,AEROFLEX ENTERPRISES LTD ,Listed    ,09 JUL 2026,               2.00,         113085000,            119.90,    13556629800.00 
09 JUL 2026,AEROFLEX,EQ,AEROFLEX INDUSTRIES LTD  ,Listed    ,09 JUL 2026,               2.00,         132330768,            405.25,    53627043732.00  
09 JUL 2026,AERON,SM,AERON COMPOSITE LIMITED  ,Listed    ,09 JUL 2026,              10.00,          17020000,             81.05,     1379471000.00     
09 JUL 2026,AERONEU,EQ,AEROFLEX NEU LIMITED     ,Listed    ,09 JUL 2026,              10.00,          25796000,             88.40,     2280624360.00   
09 JUL 2026,AESTHETIK,SM,AESTHETIK ENGINEERS LTD  ,Listed    ,03 JUL 2026,              10.00,          17220175,             77.00,     1325953475.00 
09 JUL 2026,AETHER,EQ,AETHER INDUSTRIES LIMITED,Listed    ,09 JUL 2026,              10.00,         132712576,           1485.80,   197184345420.80    
09 JUL 2026,AFCONS,EQ,AFCONS INFRASTRUCTURE LTD,Listed    ,09 JUL 2026,              10.00,         367784631,            300.30,   110445724689.30    
09 JUL 2026,AFFLE,EQ,AFFLE 3I LIMITED         ,Listed    ,09 JUL 2026,               2.00,         140796384,           1468.00,   206689091712.00     
09 JUL 2026,AFFORDABLE,BE,AFFORD ROBO & AUTO LTD   ,Listed    ,09 JUL 2026,              10.00,          11851105,            169.70,     2011369540.60
09 JUL 2026,AFIL,BE,AKME FINTRADE (INDIA) LTD,Listed    ,09 JUL 2026,               1.00,         426749960,              9.80,     4182149608.00      
09 JUL 2026,AFSL,EQ,ABANS FINANCIAL SRVCS LTD,Listed    ,09 JUL 2026,               2.00,          50792840,            201.05,    10212916338.80      
09 JUL 2026,AGARIND,EQ,AGARWAL INDS CORP LTD.   ,Listed    ,09 JUL 2026,              10.00,          14957789,            524.65,     7847603998.85   
09 JUL 2026,AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,Listed    ,09 JUL 2026,               1.00,         316983028,            485.60,   153926958396.80
09 JUL 2026,AGARWALFT,ST,AGARWAL FLOAT GLASS I LTD,Listed    ,06 JUL 2026,              10.00,           7243488,             41.60,      301329100.80 
09 JUL 2026,AGARWALTUF,SM,AGARWAL TOUGH GLASS IND L,Listed    ,09 JUL 2026,              10.00,          17674600,            144.95,     2561933270.00
09 JUL 2026,AGI,EQ,AGI GREENPAC LIMITED     ,Listed    ,09 JUL 2026,               2.00,          64697381,            710.10,    45941610248.10       
09 JUL 2026,AGIIL,EQ,AGI INFRA LIMITED        ,Listed    ,09 JUL 2026,               1.00,         124997388,            334.30,    41786626808.40     
09 JUL 2026,AGL,BE,ALLCARGO GLOBAL LIMITED  ,Listed    ,09 JUL 2026,               2.00,         982782096,             17.05,    16746606915.85       
09 JUL 2026,AGNI,SM,AGNI GREEN POWER LTD     ,Listed    ,08 JUL 2026,              10.00,          19534800,             17.90,      349672920.00      
09 JUL 2026,AGRITECH,BE,AGRI-TECH (INDIA) LIMITED,Listed    ,09 JUL 2026,              10.00,           5940000,            112.55,      668665800.00  
09 JUL 2026,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED  ,Listed    ,09 JUL 2026,              10.00,          20274115,             29.85,      605385073.90  
09 JUL 2026,AGUL,SM,A G UNIVERSAL LIMITED    ,Listed    ,09 JUL 2026,              10.00,           5484000,             54.00,      296136000.00      
09 JUL 2026,AHCL,EQ,ANLON HEALTHCARE LIMITED ,Listed    ,09 JUL 2026,               2.00,         531515000,             15.45,     8222537050.00      
09 JUL 2026,AHIMSA,ST,AHIMSA INDUSTRIES LTD.   ,Listed    ,23 MAR 2026,              10.00,           5473990,             24.70,      135207553.00    
09 JUL 2026,AHLADA,EQ,AHLADA ENGINEERS LIMITED ,Listed    ,09 JUL 2026,              10.00,          12921000,             38.00,      491127210.00    
09 JUL 2026,AHLEAST,EQ,ASIAN HOTELS (EAST) LTD  ,Listed    ,09 JUL 2026,              10.00,          17291696,            141.60,     2448849987.50   
09 JUL 2026,AHLUCONT,EQ,AHLUWALIA CONT IND LTD   ,Listed    ,09 JUL 2026,               2.00,          66987560,            836.15,    56011648294.00  
09 JUL 2026,AHLWEST,BE,ASIAN HOTELS (WEST) LTD  ,Listed    ,09 JUL 2026,              10.00,          11651210,            585.00,     6815957850.00   
09 JUL 2026,AIAENG,EQ,AIA ENGINEERING LIMITED  ,Listed    ,09 JUL 2026,               2.00,          93320370,           4687.50,   437439234375.00    
09 JUL 2026,AIIL,EQ,AUTHUM INVEST & INFRA LTD,Listed    ,09 JUL 2026,               1.00,         849225500,            507.50,   430981941250.00      
