Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
06 JUL 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,06 JUL 2026,               5.00,          35286502,            196.05,     6918624447.15 
06 JUL 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,06 JUL 2026,              10.00,          10500000,             31.00,      325395000.00
06 JUL 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,06 JUL 2026,               1.00,         406486596,           1133.30,   460671259246.80    
06 JUL 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,06 JUL 2026,              10.00,           8582670,           1207.50,    10363574025.00
06 JUL 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,06 JUL 2026,              10.00,         207403767,             17.55,     3644084186.20 
06 JUL 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,06 JUL 2026,              10.00,          11265070,          35210.00,   396643114700.00   
06 JUL 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,06 JUL 2026,               2.00,          18000000,             33.00,      594000000.00    
06 JUL 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,06 JUL 2026,              10.00,          46882257,            380.65,    17845731127.05    
06 JUL 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,06 JUL 2026,               2.00,          46078537,            700.65,    32284926949.05   
06 JUL 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,06 JUL 2026,              10.00,         177522358,             13.70,     2433831528.20  
06 JUL 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,06 JUL 2026,              10.00,          12826800,             95.15,     1220470020.00   
06 JUL 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,06 JUL 2026,              10.00,         437298899,            556.50,   243356837293.50 
06 JUL 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,06 JUL 2026,              10.00,          14172816,             69.00,      977924304.00    
06 JUL 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,06 JUL 2026,               1.00,         101250000,              8.75,      884925000.00    
06 JUL 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,06 JUL 2026,              10.00,          14138000,             72.00,     1017936000.00  
06 JUL 2026,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,06 JUL 2026,              10.00,          28354303,             86.55,     2454348467.70
06 JUL 2026,AARNAV,EQ,AARNAV FASHIONS LIMITED  ,Listed    ,06 JUL 2026,              10.00,          42238628,             25.00,     1055543313.70    
06 JUL 2026,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,06 JUL 2026,              10.00,          20946478,            118.35,     2478806206.50     
06 JUL 2026,AARTECH,EQ,AARTECH SOLONICS LIMITED ,Listed    ,06 JUL 2026,               5.00,          31770375,             57.50,     1826161155.00   
06 JUL 2026,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,06 JUL 2026,              10.00,          91270000,            379.70,    34655219000.00
06 JUL 2026,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,06 JUL 2026,               5.00,         362594491,            488.50,   177127408853.50  
06 JUL 2026,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,06 JUL 2026,               5.00,          90657751,            705.35,    63945444667.85
06 JUL 2026,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,06 JUL 2026,              10.00,           8464995,            389.00,     3292883055.00 
06 JUL 2026,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,06 JUL 2026,              10.00,          14844100,            142.25,     2111870107.00     
06 JUL 2026,AASTHA,BE,AASTHA SPINTEX LIMITED   ,Listed    ,06 JUL 2026,              10.00,          44142190,            136.50,     6024967513.10    
06 JUL 2026,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,03 JUL 2026,               5.00,          22600000,             20.50,      463300000.00    
06 JUL 2026,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,06 JUL 2026,              10.00,          79287782,           1514.00,   120041701948.00     
06 JUL 2026,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,06 JUL 2026,               2.00,          58365323,             15.80,      922755756.65      
06 JUL 2026,ABANSENT,BE,ABANS ENTERPRISES LTD.   ,Permitted ,06 JUL 2026,               2.00,          69748880,             28.90,     2017137609.60  
06 JUL 2026,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,06 JUL 2026,               2.00,         211908375,           7073.00,  1498827936375.00       
06 JUL 2026,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,06 JUL 2026,              10.00,          21249302,          26860.00,   570756251720.00
06 JUL 2026,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,06 JUL 2026,              10.00,        2621853064,            409.75,  1074304292974.00 
06 JUL 2026,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,06 JUL 2026,              10.00,          21963620,            216.20,     4748754280.20    
06 JUL 2026,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,06 JUL 2026,               2.00,         279710151,            702.70,   196552323107.70      
06 JUL 2026,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,06 JUL 2026,              10.00,        1220510115,             62.45,    76196446479.45     
06 JUL 2026,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,06 JUL 2026,              10.00,          18587830,             27.50,      511165325.00 
06 JUL 2026,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,06 JUL 2026,               1.00,         638789360,             10.90,     6950028236.80   
06 JUL 2026,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,06 JUL 2026,              10.00,        1220521649,             96.60,   117890186076.90     
06 JUL 2026,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,06 JUL 2026,              10.00,           9408000,             40.90,      384975360.00
06 JUL 2026,ABMKNO,EQ,A B M KNOWLEDGEWARE LTD. ,Permitted ,06 JUL 2026,               5.00,          20002200,            219.95,     4399683912.00    
06 JUL 2026,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
06 JUL 2026,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,06 JUL 2026,              10.00,         111695680,           1417.50,   158328626400.00     
06 JUL 2026,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,06 JUL 2026,               5.00,         289175042,           1160.70,   335645471249.40   
06 JUL 2026,ABSMARINE,ST,ABS MARINE SERVICES LTD  ,Listed    ,06 JUL 2026,              10.00,          24550000,            235.05,     5770477500.00 
